pond_id,region,Event date,Initial entry,Pond status,Type,Logged by,Data verification method,Data verified by,Data verification notes,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Fish purchases diverted,Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Notes,Lifecycle is updated accordingly on the master doc,Created at
ara2_b001208b,Eluru,05/04/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,300,,300,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,50000 fishes were sold to grow out farmers,Yes,06/01/2026 05:39
ara2_31afc592,Eluru,05/04/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1100,,1100,,,,,,,,,,,,,,,,,,,Planned harvest,46000,,,,,,,Yes,05/25/2026 04:22
ara2_9103673b,Eluru,05/02/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400,,400,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,12000 fishes were transferred to their grow out ponds and 1000 fishes were lost to predation and counting errors,Yes,06/23/2026 11:50
ara2_d54330d5,Eluru,05/02/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,300,,300,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,67000 fishes were transferred to their grow out ponds. 3000 fishes were lost to predation and counting errors.,Yes,06/23/2026 11:44
ara2_b0010581,Nellore,05/02/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50,50,50,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes","10500 fishes were lost to mortalities, predation and counting errors",Yes,06/05/2026 05:21
ara2_148f1633,Eluru,05/02/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Grow-out,1333,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400,,400,,,,,,,,,,,,,,,,,,,Planned harvest,,,14000,,,,30000 fishes were sold to grow out farmers,Yes,05/22/2026 05:26
ara2_163f5bc2,Eluru,05/02/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2273,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,300,,300,,,,,,,2273,50000,2273,50000,0,,,,,,,,,,,,,,,,Yes,05/06/2026 05:13
ara2_1fcb01f6,Eluru,05/01/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,250,,250,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,"58000 fishes were transferred to their own grow out ponds, 2000 fishes were lost due to predation",Yes,06/23/2026 11:38
ara2_ff85ba57,Eluru,05/01/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,1705,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1500,2000,500,,500,,,,,,,1705,50000,1705,50000,0,,,,,,,,,,,,,,,,Yes,05/12/2026 04:23
ara2_8232649d,Eluru,05/01/2026,No,Control,Stocking,Chaitanya,Verbal communication,,,Grow-out,1675,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1500,2000,500,,500,,,,,,,1675,64500,1675,64500,0,,,,,,,,,,,,,,,,Yes,05/07/2026 05:09
ara2_c15dc3a2,Eluru,05/01/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2281,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,300,,300,,,,,,,2281,65000,2281,65000,0,,,,,,,,,,,,,,,,Yes,05/06/2026 05:09
ara2_f5c44392,Eluru,04/30/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2966,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,362,500,350,,,,,,,2966,35000,2966,35000,0,,,,,,,,,,,,,,,,Yes,05/12/2026 04:33
ara2_29660d32,Eluru,04/30/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2652,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,350,,350,,,,,,,2652,35000,2652,35000,0,,,,,,,,,,,,,,,,Yes,05/12/2026 04:18
ara2_cd288d30,Nellore,04/29/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,830,,830,,,,,,,,,,,,,,,,,,,Planned harvest,1660,,0,,1,Sun dried the pond bottom and added bleach,,Yes,06/05/2026 05:12
ara2_6ca69422,Eluru,04/29/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,600,,600,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,25000 fishes were transferred to their other grow out pond ara2_d52ddb31,Yes,06/01/2026 06:39
ara2_d52ddb31,Eluru,04/29/2026,No,Control,Stocking,Chaitanya,Verbal communication,,,Grow-out,2486,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,500,,500,,,,,,,2486,45000,2486,45000,0,,,,,,,,,,,,,,,,Yes,05/06/2026 05:00
ara2_4e7754a2,Eluru,04/28/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2071,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,300,,300,,,,,,,2071,95000,2071,95000,0,,,,,,,,,,,,,,,,Yes,05/06/2026 05:05
ara2_163f5bc2,Eluru,04/27/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1050,,1050,,,,,,,,,,,,,,,,,,,Planned harvest,55000,,0,,,,,Yes,05/06/2026 05:10
ara2_ef01d63e,Eluru,04/25/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Grow-out,2192,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000,,1000,,,,,,,,,,,,,,,,,,,Planned harvest,8000,,32000,,,,,Yes,05/07/2026 05:13
ara2_0772ec50,Eluru,04/23/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200,,1200,,,,,,,,,,,,,,,,,,,Planned harvest,130000,,,,,,,Yes,07/31/2026 05:06
ara2_31503b0c,Eluru,04/23/2026,Yes,,Stocking,Chaitanya,,,,Grow-out,2297,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,,,200,,,,,,,2297,,2297,,0,,,,,,,,,,,,,,,,,06/23/2026 10:32
ara2_dedca16a,Nellore,04/22/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2920,,Roopchand,10,1000,3000,100,,,,,,100,,,2920,12000,2920,12000,0,,,,,,1,Sun dried the pond bottom and removed sludge,,,,,,,,,Yes,06/05/2026 06:02
ara2_f4e367af,Nellore,04/20/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2869,,Roopchand,10,1000,3000,200,,,,,,200,,,2869,3500,2869,3500,0,,,,,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,06/05/2026 05:59
ara2_574a8c09,Eluru,04/20/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200,1200,1200,,,,,,,,,,,,,,,,,,,Planned harvest,97000,,,,,,,Yes,06/01/2026 07:10
ara2_f5c44392,Eluru,04/20/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000,,1000,,,,,,,,,,,,,,,,,,,Planned harvest,35000,,0,,,,,Yes,05/12/2026 04:29
ara2_c15dc3a2,Eluru,04/20/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1100,,1100,,,,,,,,,,,,,,,,,,,Planned harvest,70000,,0,,,,,Yes,05/06/2026 05:07
ara2_d52ddb31,Eluru,04/20/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1600,,1600,,,,,,,,,,,,,,,,,,,Planned harvest,72000,,0,,,,,Yes,05/06/2026 04:57
ara2_79cf3b3a,Nellore,04/19/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,940,,940,,,,,,,,,,,,,,,,,,,Planned harvest,7520,,0,,1,Sun dry the pond bottom,,Yes,06/05/2026 05:09
ara2_122dd1c9,Nellore,04/18/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2965,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,200,,200,,,,,,,2965,18500,2965,18500,0,,,,,,1,Sun dried the pond bottom and removed sludge,,,,,,,,,Yes,06/05/2026 05:53
ara2_626e23f2,Nellore,04/16/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2674,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,100,,100,,,,,,,2674,2300,2674,2300,0,,,,,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,06/05/2026 05:43
ara2_7e684a8f,Eluru,04/15/2026,Yes,,Stocking,Chaitanya,,,,Rearing,40541,0,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,50,60000,,,20,,,,,,,,,40541,,,,,,,,,,,,,,,,,,,06/23/2026 10:49
ara2_8a37ac9f,Nellore,04/14/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2451,,Roopchand,10,1000,3000,200,,,,,,200,,,2451,10000,2451,10000,0,,,,,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,06/05/2026 05:56
ara2_bf22ac2f,Nellore,04/13/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2980,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,110,,110,,,,,,,2980,64000,2980,64000,0,,,,,,1,"Sun dried the pond bottom, removed sludge and strengthened the dykes",,,,,,,,,Yes,06/05/2026 05:39
ara2_8b32e1c5,Eluru,04/13/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2826,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,400,400,400,,,,,,,2826,32500,2826,32500,0,,,,,,,,,,,,,,,,Yes,04/16/2026 05:11
ara2_ff85ba57,Eluru,04/11/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1300,,1300,,,,,,,,,,,,,,,,,,,Planned harvest,65000,,0,,,,,Yes,05/12/2026 04:20
ara2_8232649d,Eluru,04/11/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1800,,1800,,,,,,,,,,,,,,,,,,,Planned harvest,150000,,0,,,,,Yes,04/16/2026 04:51
ara2_771be42c,Eluru,04/10/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,5000,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,350,8500,50,,50,,,,,,,5000,40000,5000,40000,0,,,,,,,,,,,,,,,,Yes,05/07/2026 04:50
ara2_0ac139b5,Eluru,04/10/2026,No,Control,Stocking,Chaitanya,Verbal communication,,,Grow-out,2676,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,400,400,400,,,,,,,2676,99000,2676,99000,0,,,,,,,,,,,,,,,,Yes,04/16/2026 05:07
ara2_8b32e1c5,Eluru,04/09/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1500,,1500,,,,,,,,,,,,,,,,,,,Planned harvest,50000,,0,,,,,Yes,04/16/2026 05:09
ara2_771be42c,Eluru,04/07/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,350,,350,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,45000 fishes were sold to grow out farmers,Yes,05/07/2026 04:47
ara2_b18c32b8,Nellore,04/05/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,920,,920,,,,,,,,,,,,,,,,,,,Planned harvest,3910,,0,,,,,Yes,06/05/2026 05:06
ara2_27387783,Eluru,04/05/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,20,,20,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,900000 fishes were transferred to their breed out ponds,Yes,05/07/2026 04:53
ara2_78cbfd0d,Nellore,04/04/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2165,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,100,,100,,,,,,,2165,5000,2165,5000,0,,,,,,1,Sun dried the pond bottom and removed sludge,,,,,,,,,Yes,06/05/2026 05:33
ara2_30c31874,Eluru,04/03/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Nursery,119048,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,50,,20,,20,,,,,,,119048,500000,119048,500000,0,,,,,,,,,,,,,,,,Yes,04/09/2026 04:30
ara2_4e7754a2,Eluru,04/02/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1500,,1500,,,,,,,,,,,,,,,,,,,Planned harvest,168000,,0,,,,,Yes,05/06/2026 05:02
ara2_3c5dafd2,Eluru,04/01/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200,,200,,,,,,,,,,,,,,,,,,,Planned sale,,,,,1,Sun dry the pond bottom and remove sludge,"65000 fishes were sold to other farmers, 5000 fishes were lost to mortalities and predation",Yes,06/01/2026 06:54
ara2_3eab831e,Eluru,03/31/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,5050,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,200,15000,39,,40,,,,,,,5050,51000,5050,51000,0,,,,,,,,,,,,,,,,Yes,04/16/2026 05:02
ara2_0ac139b5,Eluru,03/30/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1800,,1800,,,,,,,,,,,,,,,,,,,Planned harvest,170000,,0,,,,,Yes,04/16/2026 05:04
ara2_cb98926f,Eluru,03/28/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50,,50,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,200000 fishes were sold to other farmers,Yes,04/16/2026 05:15
ara2_b8e096b3,Eluru,03/27/2026,Yes,,Stocking,Chaitanya,,,,Grow-out,2327,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,,,200,,,,,,,2327,,2327,,0,,,,,,,,,,,,,,,,,06/23/2026 10:28
ara2_e7d0223c,Nellore,03/27/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,150,,150,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,30000 fishes were sold to other farmers and 10000 fishes are being to grow out stage. 10000 fishes were lost to mortalities and predation,Yes,06/05/2026 05:04
ara2_249e0180,Eluru,03/27/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Grow-out,1155,,Rohu (Labeo rohita),,,,950,,950,,,,,,,,,,,,,,,,,,,Planned harvest,80000,,47000,,,,,Yes,04/01/2026 05:36
ara2_e6fe1327,Eluru,03/21/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Grow-out,2089,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1200,,1200,,,,,,,,,,,,,,,,,,,Planned harvest,20000,,,,0,,,Yes,03/26/2026 05:17
ara2_807df397,Eluru,03/20/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Breed-out,7778,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50,,50,,,,,,,,,,,,,,,,,,,Planned harvest,,,140000,,,,60000 fishes were transferred to their own pond,Yes,04/10/2026 04:33
ara2_957cbe38,Eluru,03/20/2026,No,Control,Stocking,Chaitanya,Verbal communication,,,Grow-out,2787,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,300,,300,,,,,,,2787,25000,2787,25000,0,,,,,,0,,,,,,,,,,Yes,03/26/2026 04:45
ara2_e985ca4a,Eluru,03/19/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,6793,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,250,12000,55,100,50,,,,,,,6793,50000,6793,50000,0,,,,,,,,,,,,,,,,Yes,04/01/2026 05:57
ara2_9d82e6a0,Eluru,03/19/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2544,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,350,,350,,,,,,,2544,80000,2544,80000,0,,,,,,,,,,,,,,,,Yes,03/30/2026 06:47
ara2_3eab831e,Eluru,03/17/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,200,,200,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,60000 fishes were transferred to their grow out pond,Yes,04/16/2026 04:59
ara2_957cbe38,Eluru,03/17/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1000,,1000,,,,,,,,,,,,,,,,,,,Planned harvest,25000,,,,0,,,Yes,03/26/2026 04:44
ara2_f0f921b2,Eluru,03/15/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,7143,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,200,15000,30,30,30,,,,,,,7143,40000,7143,40000,0,,,,,,,,,,,,,,,,Yes,04/02/2026 12:54
ara2_ff85ba57,Eluru,03/15/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Grow-out,1705,,Rohu (Labeo rohita),,,,1000,,1000,,,,,,,,,,,,,,,,,,,Planned harvest,30000,,50000,,,,,Yes,04/01/2026 05:40
ara2_733d0028,Eluru,03/14/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,14815,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,200,15000,50,50,50,,,,,,,14815,100000,14815,100000,0,,,,,,1,Sun dried the pond bottom and added bleach,,,,,,,,,Yes,04/16/2026 04:49
ara2_2167f891,Eluru,03/14/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Rearing,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50,50,50,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,1,Sun dry the pond bottom,100000 fishes were transferred to their breed out pond.,Yes,04/16/2026 04:44
ara2_4f79fc8d,Eluru,03/13/2026,No,Treatment,Partial harvest,Chaitanya,Verbal communication,,,Breed-out,2000,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,400,,400,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,0,,70000 fishes were sold to grow out farmers,Yes,03/17/2026 08:23
ara2_3c745150,Eluru,03/12/2026,Yes,,Stocking,Chaitanya,,,,Breed-out,7579,0,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,350,8500,,,50,,,,,,,,,7579,,,,,,,,,,,,,,,,,,,04/27/2026 06:23
ara2_573a2826,Eluru,03/10/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,250,251,250,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,35000 fishes were transferred to their grow out pond.,Yes,04/16/2026 04:54
ara2_e14730af,Eluru,03/10/2026,No,Control,Stocking,Chaitanya,Verbal communication,,,Grow-out,1759,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1500,2000,257,350,250,,,,,,,1759,51000,1759,51000,0,,,,,,0,,,,,,,,,,Yes,03/26/2026 05:13
ara2_29660d32,Eluru,03/09/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1450,,1450,,,,,,,,,,,,,,,,,,,Planned harvest,30000,,0,,,,,Yes,05/12/2026 04:14
ara2_e985ca4a,Eluru,03/07/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,Rohu (Labeo rohita),,,,300,,300,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,,,Number of fishes during the harvest were greater than stocking numbers. When checked with the farmer he said few fishes from the previous cycle might have left and a few counting error.,Yes,04/01/2026 05:51
ara2_46286ebb,Eluru,03/07/2026,No,Control,Stocking,Chaitanya,Verbal communication,,,Grow-out,2667,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,300,,300,,,,,,,2667,60000,2667,60000,0,,,,,,0,,,,,,,,,,Yes,03/12/2026 05:42
ara2_7a7eace1,Eluru,03/06/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,3432,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,500,6000,200,,200,,,,,,,3432,15000,3432,15000,0,,,,,,0,,,,,,,,,,Yes,03/17/2026 08:05
ara2_438777b9,Eluru,03/05/2026,Yes,,Stocking,Chaitanya,,,,Breed-out,21740,0,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,150,20000,,50,50,,,,,,,,,21740,,,,,,,,,,,,,,,,,,,06/05/2026 04:36
ara2_f0f921b2,Eluru,03/05/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Breed-out,0,,Rohu (Labeo rohita),,,,200,,200,,,,,,,,,,,,,,,,,,,Planned harvest,,,0,,,,30000 fishes were sold to other grow out farmers,Yes,04/02/2026 12:50
ara2_ba07d622,Eluru,03/05/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Breed-out,4854,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,500,6000,100,,100,,,,,,,4854,50000,4854,50000,0,,,,,,0,,,,,,,,,,Yes,03/17/2026 08:16
ara2_7e358ea4,Nellore,03/04/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2894,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,300,,300,,,,,,,2894,12500,2894,12500,0,,,,,,1,"Sun dried the pond bottom and ploughed, added bleach",,,,,,,,,Yes,03/25/2026 05:52
ara2_ea9c93a5,Nellore,03/03/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2961,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,150,,150,,,,,,,2961,13500,2961,13500,0,,,,,,1,"Sun dried the pond bottom and ploughed, added bleach",,,,,,,,,Yes,03/25/2026 05:59
ara2_6f5cd71e,Nellore,03/03/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,500,,500,,,,,,,,,,,,,,,,,,,Planned harvest,1300,,0,,0,,,Yes,03/24/2026 12:37
ara2_25e534f2,Eluru,03/02/2026,Yes,,Stocking,Chaitanya,,,,Grow-out,2200,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,,,300,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,06/05/2026 04:29
ara2_d8a0ad32,Eluru,03/02/2026,Yes,,Stocking,Chaitanya,,,,Grow-out,2250,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1200,2500,,,150,,,,,,,,,2250,,,,,,,,,,,,,,,,,,,06/05/2026 04:25
ara2_dfe79bad,Nellore,03/02/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2871,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,300,,300,,,,,,,2871,6000,2871,6000,0,,,,,,1,"Sun dried the pond bottom and ploughed, added bleach",,,,,,,,,Yes,03/25/2026 05:56
ara2_30c31874,Eluru,03/02/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Nursery,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,50,,50,,,,,,,,,,,,,,,,,,,Planned harvest,,,,,1,Sun dry the pond bottom and add bleach,,Yes,03/17/2026 08:11
ara2_ee15e2a0,Nellore,03/01/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2927,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,150,,150,,,,,,,2927,12500,2927,12500,0,,,,,,1,"Sun dried the pond bottom and ploughed, added bleach",,,,,,,,,Yes,03/25/2026 06:04
ara2_e14730af,Eluru,02/26/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,2000,,2000,,,,,,,,,,,,,,,,,,,Planned harvest,103000,,,,0,,,Yes,03/26/2026 05:11
ara2_0b0bdb08,Nellore,02/25/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,960,,960,,,,,,,,,,,,,,,,,,,Planned harvest,4800,,0,,1,Sun dry the pond bottom and add bleach,,Yes,03/24/2026 12:31
ara2_46286ebb,Eluru,02/23/2026,No,Control,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1350,,1350,,,,,,,,,,,,,,,,,,,Planned harvest,75000,,0,,0,,,Yes,03/12/2026 05:30
ara2_50c225c4,Nellore,02/22/2026,No,Treatment,Harvest,Chaitanya,Verbal communication,,,Grow-out,0,,Roopchand,,,,300,,,,,,300,,,,,,,,,,,,,,,Planned harvest,,,0,,0,,5000 fishes were sold to other grow out farmers to participate in the feed fortification study,Yes,03/24/2026 12:10
ara2_84b6fb93,Eluru,02/22/2026,No,Treatment,Stocking,Chaitanya,Verbal communication,,,Grow-out,2547,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,1000,3000,350,,350,,,,,,,2547,50000,2547,50000,0,,,,,,0,,,,,,,,,,Yes,03/02/2026 05:21
